# Rime user dictionary
#@/db_name	young_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	3923
#@/user_id	rime-android
a 	啊	c=2 d=0.636468 t=3923
dui bi 	对比	c=1 d=1 t=3801
dui de 	对的	c=15 d=0.736443 t=3923
dui dui dui 	对对对	c=1 d=0.726149 t=3923
dui fang 	对方	c=1 d=0.214381 t=3923
dui hui qu 	怼回去	c=1 d=0.0137049 t=3923
dui le 	对了	c=0 d=0.0318224 t=3923
dui mian 	对面	c=2 d=0.406623 t=3923
dui ru 	兑入	c=1 d=0.311923 t=3923
dui shang 	兑上	c=1 d=0.554327 t=3923
dui shi 	对视	c=1 d=1 t=3723
dui ya 	对呀	c=3 d=1.16433 t=3923
dui yi xia 	对一下	c=1 d=2.02488e-06 t=3923
dui yu 	对于	c=1 d=1 t=3762
duo 	多	c=4 d=0.776104 t=3923
duo diao 	多调	c=1 d=0.0256042 t=3923
duo hua 	多花	c=1 d=0.562705 t=3923
duo jiu 	多久	c=1 d=0.0889216 t=3923
duo la 	多啦	c=1 d=0.242926 t=3923
duo la 	多拉	c=0 d=0.0244143 t=3923
duo la 	朵拉	c=1 d=0.244143 t=3923
duo la gou 	多拉狗	c=1 d=0.245367 t=3923
duo le 	多了	c=0 d=0.015259 t=3923
duo shao qian 	多少钱	c=1 d=0.169483 t=3923
duo shou 	多收	c=1 d=0.0259911 t=3923
duo wan 	多玩	c=1 d=0.644036 t=3923
e xin 	恶心	c=3 d=1.0168 t=3923
en 	恩	c=3 d=0.00109674 t=3923
er 	二	c=0 d=0.0100761 t=3923
er ji 	耳机	c=5 d=0.48803 t=3923
er shi duo 	二十多	c=1 d=0.0214936 t=3923
er yi 	而已	c=2 d=0.928652 t=3923
er zhan 	二战	c=1 d=0.755784 t=3923
fa 	发	c=6 d=0.00133668 t=3923
fa 	法	c=1 d=0.310367 t=3923
fa ban 	发版	c=5 d=0.026882 t=3923
fa ban le 	发版了	c=1 d=0.000978001 t=3923
fa ce shi le 	发测试了	c=1 d=5.55951e-06 t=3923
fa chu 	发出	c=0 d=0.00812682 t=3923
fa chu lai ma 	发出来嘛	c=1 d=0.0816756 t=3923
fa de 	发的	c=2 d=0.00013044 t=3923
fa ge 	发个	c=1 d=0.00101791 t=3923
fa gei 	发给	c=1 d=0.215456 t=3923
fa guo lai 	发过来	c=2 d=0.25506 t=3923
fa jia 	发家	c=1 d=0.423162 t=3923
fa le 	发了	c=2 d=0.0247127 t=3923
fa le ba 	发了吧	c=1 d=0.247833 t=3923
fa le fa le 	发了发了	c=1 d=1.22498e-05 t=3923
fa qi 	发起	c=1 d=0.212248 t=3923
fa sheng 	发生	c=0 d=1.75127e-05 t=3923
fa song 	发送	c=23 d=0.399742 t=3923
fa wo 	发我	c=4 d=2.99551e-05 t=3923
fa xian 	发现	c=0 d=1.48156e-08 t=3923
fa xiao xi 	发消息	c=1 d=1.10574e-06 t=3923
fa yi ci 	发一次	c=1 d=0.00267181 t=3923
fa yi ge 	发一个	c=2 d=0.000480559 t=3923
fa yi ge ban 	发一个版	c=1 d=3.39769e-07 t=3923
fa yi xia 	发一下	c=1 d=3.43117e-05 t=3923
fan 	反	c=1 d=0.00467322 t=3923
fan 	饭	c=1 d=0.951229 t=3923
fan dan 	反弹	c=0 d=0.001649 t=3923
fan hui 	返回	c=2 d=0.0728568 t=3923
fan hui zhi 	返回值	c=1 d=7.54346e-08 t=3923
fan kui 	反馈	c=1 d=0.0043831 t=3923
fan lao 	烦劳	c=1 d=0.733447 t=3923
fan qian 	饭钱	c=1 d=0.0197421 t=3923
fan sai fu 	反塞弗	c=1 d=0.0169922 t=3923
fan wei 	范围	c=2 d=0.480175 t=3923
fan zheng 	反正	c=1 d=0.00349997 t=3923
fang 	放	c=8 d=4.82814 t=3923
fang an 	方案	c=1 d=0.763379 t=3923
fang bu tong 	放不同	c=1 d=0.000411789 t=3923
fang de 	放的	c=1 d=0.00228818 t=3923
fang fa 	方法	c=0 d=0.00827382 t=3923
fang fa qian 	方法前	c=1 d=0.0387742 t=3923
fang fa shi 	方法时	c=1 d=0.0443785 t=3923
fang jia 	放假	c=1 d=0.00227676 t=3923
fang le 	放了	c=1 d=0.865022 t=3923
fang qi 	放弃	c=1 d=0.600496 t=3923
fang shi 	方式	c=1 d=2.69261e-06 t=3923
fang wen 	访问	c=1 d=0.00414854 t=3923
fang xia 	放下	c=3 d=2.95536 t=3923
fang xiang 	方向	c=1 d=0.000183188 t=3923
fang yu 	防御	c=1 d=1.40906e-05 t=3923
fang zhi 	放置	c=1 d=0.298197 t=3923
fang zhi 	防止	c=1 d=9.14242e-05 t=3923
fang zhou 	方舟	c=1 d=0.0229371 t=3923
fei 	非	c=3 d=0.0474519 t=3923
fei fa 	非法	c=1 d=0.00782838 t=3923
fei shu 	飞书	c=1 d=2.3465e-05 t=3923
fei wu 	废物	c=1 d=0.697676 t=3923
fen 	分	c=1 d=0.161218 t=3923
fen pei 	分配	c=2 d=0.435617 t=3923
fen pi 	分批	c=1 d=0.242926 t=3923
fen zhi 	分支	c=1 d=0.000665481 t=3923
fen zhi 	分治	c=1 d=0.000662162 t=3923
fen zhi shang 	分支上	c=1 d=0.000921047 t=3923
fen zhong 	分钟	c=8 d=1.02202 t=3923
feng hao 	封号	c=1 d=8.4206e-08 t=3923
feng he 	缝合	c=0 d=0.1 t=3635
feng he guai 	缝合怪	c=1 d=1 t=3636
feng kong 	风控	c=0 d=1.82746e-06 t=3923
feng kong biao 	风控表	c=1 d=1.83662e-05 t=3923
fou ding 	否定	c=1 d=0.0290133 t=3923
fu 	副	c=0 d=1.08123e-08 t=3923
fu 	服	c=3 d=8.87822e-06 t=3923
fu gai 	覆盖	c=1 d=5.67279e-08 t=3923
fu hao 	符号	c=2 d=0.895834 t=3923
fu hao gu wen 	符号顾问	c=1 d=8.19149e-07 t=3923
fu po 	富婆	c=1 d=0.905253 t=3923
fu po ming lu 	富婆名录	c=1 d=0.704688 t=3923
fu wu 	服务	c=11 d=1.12844 t=3923
fu wu duan 	服务端	c=3 d=0.00228 t=3923
fu wu hao ma 	服务号码	c=1 d=0.301194 t=3923
fu wu ming 	服务名	c=1 d=0.0804596 t=3923
fu wu zhi liang 	服务质量	c=1 d=4.60861e-05 t=3923
fu xian 	复现	c=1 d=0.0218184 t=3923
fu ze 	负责	c=0 d=1.4306e-08 t=3923
fu zhi 	复制	c=1 d=0.697676 t=3923
fu zhi zhan tie 	复制粘贴	c=1 d=0.308819 t=3923
ga le 	尬了	c=1 d=6.91087e-07 t=3923
gai 	改	c=1 d=9.58798e-06 t=3923
gai 	该	c=2 d=0.856415 t=3923
gai bian 	改变	c=1 d=0.57695 t=3923
gai cheng 	改成	c=1 d=0.00588705 t=3923
gai chi fan 	该吃饭	c=1 d=0.0203434 t=3923
gai le 	改了	c=3 d=0.766567 t=3923
gai le yi xia 	改了一下	c=1 d=0.621885 t=3923
gai lv 	概率	c=2 d=0.186448 t=3923
gai yi xia 	改一下	c=3 d=0.000606584 t=3923
gai zao 	改造	c=2 d=0.979175 t=3923
gai zuo 	该做	c=0 d=4.03635e-05 t=3923
gan ga 	尴尬	c=1 d=0.0043396 t=3923
gan jue 	感觉	c=2 d=0.543351 t=3923
gan ma 	干嘛	c=1 d=0.179066 t=3923
gan sha 	干啥	c=1 d=0.0867261 t=3923
gan xing qu 	感兴趣	c=1 d=0.241714 t=3923
gan zhi 	感知	c=1 d=0.00158844 t=3923
gang 	刚	c=1 d=0.618783 t=3923
gang fa 	刚发	c=1 d=6.50841e-07 t=3923
gang gan 	杠杆	c=1 d=0.873716 t=3923
gang qu 	刚去	c=1 d=0.565525 t=3923
gang ti 	刚提	c=1 d=3.64343e-05 t=3923
gang xia ban 	刚下班	c=1 d=0.491644 t=3923
gao 	搞	c=1 d=0.12493 t=3923
gao bu qing 	搞不清	c=1 d=0.0232837 t=3923
gao ding 	搞定	c=1 d=0.0219278 t=3923
gao jing 	告警	c=7 d=0.000908159 t=3923
gao kuai dian 	搞快点	c=2 d=1.99501 t=3708
gao tie 	高铁	c=1 d=0.588605 t=3923
gao tu le 	搞吐了	c=1 d=0.0409665 t=3923
gao wan 	搞完	c=0 d=0.012493 t=3923
gao yuan 	高原	c=0 d=0.0256661 t=3923
gao zhi 	告知	c=1 d=0.0380064 t=3923
gao zhong 	高中	c=1 d=0.141564 t=3923
ge 	个	c=2 d=1.23026 t=3923
ge 	哥	c=0 d=0.0683861 t=3923
ge hao 	个号	c=9 d=0.970287 t=3923
ge hao jiang 	个好奖	c=1 d=1 t=3658
ge hao lie biao 	个号列表	c=1 d=0.748264 t=3923
ge li 	隔离	c=9 d=2.1007 t=3923
ge shi 	格式	c=4 d=1.77393 t=3923
ge shi hua 	格式化	c=0 d=0.019205 t=3923
ge shi hua yi xia 	格式化一下	c=1 d=0.193013 t=3923
ge shu 	个数	c=2 d=0.130831 t=3923
gei 	给	c=5 d=0.304275 t=3923
gei le wo 	给了我	c=1 d=0.00719046 t=3923
gei ni 	给你	c=3 d=0.869358 t=3923
gei ta 	给他	c=1 d=0.064894 t=3923
gei wo 	给我	c=8 d=0.796351 t=3923
gei wo shuo 	给我说	c=1 d=0.00860854 t=3923
gei yi xia 	给一下	c=1 d=0.00167826 t=3923
gei zi ji 	给自己	c=1 d=0.2334 t=3923
gen 	跟	c=2 d=0.0438644 t=3923
geng jia 	更加	c=1 d=0.00197932 t=3923
geng xin 	更新	c=7 d=0.344129 t=3923
gong chan zhu yi 	共产主义	c=1 d=0.895834 t=3923
gong neng 	功能	c=6 d=0.349595 t=3923
gong shi 	公式	c=1 d=0.00932553 t=3923
gong si 	公司	c=4 d=0.412714 t=3923
gong wei 	工位	c=1 d=0.400517 t=3923
gong xi 	恭喜	c=1 d=0.0468877 t=3923
gong yuan 	公园	c=1 d=1 t=3634
gong zuo 	工作	c=2 d=1.24391 t=3923
gou 	够	c=1 d=0.0902655 t=3923
gou 	狗	c=1 d=0.0348764 t=3923
gou xuan 	勾选	c=1 d=1.56129e-06 t=3923
gu ge 	谷歌	c=1 d=0.400517 t=3923
gu ji 	估计	c=5 d=0.913931 t=3923
gu ji mei you 	估计没有	c=1 d=0.194952 t=3923
gu wen 	顾问	c=0 d=8.15063e-08 t=3923
gua 	挂	c=2 d=0.000107231 t=3923
gua 	瓜	c=1 d=0.00115345 t=3923
gua le 	挂了	c=3 d=9.30547e-05 t=3923
gua yi xie 	挂一些	c=1 d=0.00107547 t=3923
guai 	怪	c=1 d=0.0430263 t=3923
guai le 	怪了	c=1 d=0.00137404 t=3923
guan 	关	c=2 d=0.69462 t=3923
guan bi 	关闭	c=4 d=0.32021 t=3923
guan ce 	观测	c=3 d=0.00347821 t=3923
guan cha 	观察	c=1 d=0.0143357 t=3923
guan diao 	关掉	c=1 d=0.843665 t=3923
guan fang 	官方	c=0 d=0.0486752 t=3923
guan jian 	关键	c=2 d=0.797405 t=3923
guan le 	关了	c=1 d=1.94463e-05 t=3923
guan li 	管理	c=2 d=0.028744 t=3923
guan li qi 	管理器	c=1 d=1 t=3740
guan ta 	管他	c=1 d=3.10525e-07 t=3923
guan wang 	官网	c=1 d=0.0352602 t=3923
guan wang 	观望	c=1 d=0.0126512 t=3923
guan xi 	关系	c=7 d=2.11123 t=3923
guan zhu 	关注	c=0 d=2.37049e-08 t=3923
guan zhu guo 	关注过	c=1 d=2.38237e-07 t=3923
guan zi 	馆子	c=1 d=1 t=3701
guang zhe 	光着	c=1 d=0.280832 t=3923
guang zhou 	广州	c=1 d=0.353455 t=3923
gui ge 	规格	c=1 d=0.160414 t=3923
gui ze 	规则	c=6 d=0.762312 t=3923
gui zhi dao 	鬼知道	c=2 d=0.842859 t=3923
gui zhou 	贵州	c=1 d=0.25284 t=3923
guo 	过	c=7 d=0.0194372 t=3923
guo jia jia 	过家家	c=1 d=0.000639387 t=3923
guo jie 	过节	c=1 d=0.00226541 t=3923
guo lai 	过来	c=2 d=0.476255 t=3923
guo le 	过了	c=2 d=0.358333 t=3923
guo lv 	过滤	c=7 d=0.458395 t=3923
guo lv chu 	过滤出	c=1 d=0.000389752 t=3923
guo nei 	国内	c=1 d=1 t=3805
guo nian 	过年	c=1 d=0.433874 t=3923
guo qi 	过期	c=1 d=0.0107807 t=3923
guo qu 	过去	c=1 d=0.00143012 t=3923
guo ran 	果然	c=1 d=0.927743 t=3923
guo ren 	过人	c=0 d=1.88799e-07 t=3923
guo wai 	国外	c=3 d=0.00852771 t=3923
ha 	哈	c=1 d=0.606531 t=3923
ha ha 	哈哈	c=3 d=1.32077 t=3923
ha ha ha 	哈哈哈	c=5 d=0.680966 t=3923
hai 	还	c=2 d=0.818788 t=3923
hai bu ru 	还不如	c=1 d=7.65746e-08 t=3923
hai bu xing 	还不行	c=1 d=1.67045e-07 t=3923
hai hao 	还好	c=1 d=0.519442 t=3923
hai mei 	还没	c=2 d=0.0812715 t=3923
hai mei shui 	还没睡	c=1 d=0.319819 t=3923
hai mei you 	还没有	c=2 d=0.245438 t=3923
hai pa 	还怕	c=1 d=0.66034 t=3923
hai shi 	还是	c=8 d=1.57803 t=3923
hai shi yi yang 	还是一样	c=1 d=1 t=3759
hai yao 	还要	c=1 d=0.591555 t=3923
hai you 	还有	c=1 d=0.375311 t=3923
hai zai chi 	还在吃	c=1 d=1 t=281
han shu 	函数	c=4 d=1.02222 t=3923
han zi 	汉字	c=1 d=0.923116 t=3923
hang ye 	行业	c=1 d=0.554327 t=3923
hao 	号	c=7 d=0.461549 t=3923
hao 	好	c=3 d=0.151072 t=3923
hao ba 	好吧	c=2 d=0.00593904 t=3923
hao de 	号的	c=0 d=8.98306e-05 t=3923
hao de 	好的	c=9 d=0.690734 t=3923
hao guai 	好怪	c=1 d=0.0271874 t=3923
hao hang 	好行	c=0 d=0.00164078 t=3923
hao hang cong 	好行从	c=1 d=0.01649 t=3923
hao hao 	好好	c=1 d=0.2334 t=3923
hao hao nu li 	好好努力	c=1 d=0.818731 t=3923
hao ji ge 	好几个	c=1 d=0.000265207 t=3923
hao jia huo 	好家伙	c=3 d=0.453845 t=3923
hao jiu 	好久	c=1 d=0.423162 t=3923
hao kan dian 	好看点	c=1 d=0.798516 t=3923
hao le 	好了	c=6 d=0.0718924 t=3923
hao le hao le 	好了好了	c=1 d=0.000312783 t=3923
hao le mei 	好了没	c=1 d=0.722527 t=3923
hao ma 	号码	c=1 d=0.326679 t=3923
hao ting 	好听	c=1 d=0.135335 t=3923
hao wan 	好玩	c=1 d=0.00848038 t=3923
hao wan ma 	好玩吗	c=1 d=0.0184074 t=3923
hao xiang 	好像	c=3 d=0.980199 t=3923
hao xiang shi 	好像是	c=1 d=0.0845849 t=3923
hao yong 	好用	c=1 d=2.22668e-06 t=3923
hao you 	好友	c=18 d=0.991668 t=3923
hao you ka pian 	好友卡片	c=1 d=0.000531398 t=3923
hao you shu 	好友数	c=1 d=2.46723e-07 t=3923
he 	合	c=0 d=0.0130029 t=3923
he 	和	c=13 d=2.07089 t=3923
he bei 	河北	c=2 d=0.924598 t=3923
he bing 	合并	c=5 d=4.15525 t=3923
he cheng 	合成	c=3 d=0.93478 t=3923
he dai ma 	合代码	c=1 d=0.13068 t=3923
he jiu 	喝酒	c=1 d=0.19398 t=3923
he shi 	合适	c=2 d=0.654227 t=3923
he suan 	核酸	c=2 d=0.573522 t=3923
he wo 	和我	c=1 d=9.44524e-06 t=3923
he xin 	核心	c=1 d=0.429557 t=3923
he yi ge 	和一个	c=1 d=0.666977 t=3923
he zhe li 	和这里	c=1 d=0.0569831 t=3923
hei ke di guo 	黑客帝国	c=1 d=0.0629761 t=3923
hei ping 	黑屏	c=1 d=1 t=3768
hen 	很	c=1 d=0.00120052 t=3923
hen da 	很大	c=1 d=0.105399 t=3923
hen duo 	很多	c=1 d=1.54176e-05 t=3923
hen gao xing 	很高兴	c=1 d=0.386741 t=3923
hen jiu 	很久	c=1 d=0.594521 t=3923
hen man 	很慢	c=1 d=1.65383e-07 t=3923
hong 	宏	c=1 d=0.0266491 t=3923
hong dian 	红点	c=1 d=3.28027e-05 t=3923
hong meng 	鸿蒙	c=1 d=0.00273944 t=3923
hou 	后	c=4 d=0.950983 t=3923
hou duan 	后端	c=6 d=0.941765 t=3923
hou lai 	后来	c=1 d=0.189191 t=3923
hou tai 	后台	c=1 d=0.00152616 t=3923
hou xu 	后续	c=1 d=0.32628 t=3923
hu lue 	忽略	c=1 d=0.0753961 t=3923
hu tu 	糊涂	c=0 d=0.0965605 t=3923
hua 	花	c=0 d=0.1 t=3708
hua bo 	划拨	c=2 d=0.00227369 t=3923
hua le 	画了	c=0 d=0.0798516 t=3923
hua shuo 	话说	c=1 d=0.332871 t=3923
hua xue 	滑雪	c=1 d=0.217621 t=3923
huai 	坏	c=1 d=0.010358 t=3923
huai le 	坏了	c=1 d=0.100259 t=3923
huai le 	怀了	c=1 d=0.0997588 t=3923
huan 	换	c=2 d=0.609571 t=3923
huan 	鹮	c=0 d=0.00136366 t=3923
huan cun 	缓存	c=3 d=0.121071 t=3923
huan hang 	换行	c=2 d=1.3153 t=3923
huan jing 	环境	c=4 d=1.0931 t=3923
huan suan 	换算	c=1 d=2.63293e-07 t=3923
huan you 	环游	c=1 d=0.0137736 t=3923
huan you tai kong 	鹮游太空	c=1 d=0.0137049 t=3923
huan yuan 	换源	c=1 d=0.0381969 t=3923
huan zhe 	患者	c=1 d=0.000858778 t=3923
huang cun 	黄村	c=1 d=0.00794669 t=3923
hui 	会	c=4 d=0.818731 t=3923
hui che 	回车	c=1 d=0.496585 t=3923
hui da 	回答	c=1 d=0.0322254 t=3923
hui da le 	回答了	c=1 d=0.382893 t=3923
hui diao 	回调	c=1 d=7.39283e-06 t=3923
hui du 	灰度	c=2 d=0.00211443 t=3923
hui fu 	回复	c=2 d=0.951267 t=3923
hui gui 	回归	c=1 d=6.08308e-06 t=3923
hui hua 	会话	c=1 d=2.93858e-05 t=3923
hui jia 	回家	c=4 d=1.04308 t=3923
hui jia de 	回家的	c=1 d=0.0608101 t=3923
hui jiang 	会将	c=1 d=0.852144 t=3923
hui lai 	回来	c=2 d=0.89836 t=3923
hui lai le 	回来了	c=1 d=4.42865e-07 t=3923
hui lao jia 	回老家	c=1 d=0.579842 t=3923
hui qu 	回去	c=2 d=0.488115 t=3923
hui se 	灰色	c=0 d=4.41647e-05 t=3923
hui se di dai 	灰色地带	c=1 d=0.000443861 t=3923
hui suo 	会所	c=0 d=0.0618783 t=3923
hui xian 	回显	c=1 d=0.865022 t=3923
hui yuan 	会员	c=0 d=0.1 t=263
hui zai 	会在	c=2 d=0.909437 t=3923
huo che 	火车	c=1 d=0.603506 t=3923
huo gai 	活该	c=3 d=0.00702719 t=3923
huo hu 	火狐	c=1 d=0.301194 t=3923
huo qu 	获取	c=13 d=0.1542 t=3923
huo zhe 	或者	c=3 d=0.00921907 t=3923
ji 	济	c=0 d=0.0554327 t=3923
ji ba 	几把	c=0 d=0.00340475 t=3923
ji ben 	基本	c=1 d=0.11475 t=3923
ji cao 	基操	c=1 d=0.394554 t=3923
ji cheng 	集成	c=1 d=5.32864e-07 t=3923
ji ci 	几次	c=3 d=0.673557 t=3923
ji de 	记得	c=1 d=0.477629 t=3923
ji ge 	几个	c=1 d=0.778801 t=3923
ji hua 	计划	c=1 d=0.215456 t=3923
ji jia 	几家	c=1 d=0.360595 t=3923
ji jin 	基金	c=1 d=0.839457 t=3923
ji kong 	疾控	c=1 d=0.00275318 t=3923
ji lu 	记录	c=9 d=0.951229 t=3923
ji lu pian 	纪录片	c=2 d=0.0157417 t=3923
ji mo 	寂寞	c=1 d=5.85968e-07 t=3923
ji qi ren 	机器人	c=9 d=0.597501 t=3923
ji qi xue xi 	机器学习	c=1 d=0.618783 t=3923
ji suan 	计算	c=1 d=0.873716 t=3923
ji xu 	继续	c=1 d=0.00390694 t=3923
ji yu 	基于	c=2 d=0.822835 t=3923
ji zhi 	机制	c=3 d=0.0493227 t=3923
jia 	佳	c=1 d=1.66184e-05 t=3923
jia 	假	c=3 d=0.0281347 t=3923
jia 	加	c=1 d=0.000399619 t=3923
jia ban 	加班	c=1 d=0.00744658 t=3923
jia gou 	架构	c=1 d=0.995012 t=3923
jia hao you 	加好友	c=1 d=0.00154923 t=3923
jia jia 	家家	c=0 d=6.36198e-05 t=3923
jia jie 	嘉杰	c=1 d=0.390628 t=3923
jia jie mi 	加解密	c=2 d=0.0549221 t=3923
jia la 	加辣	c=1 d=0.506617 t=3923
jia li 	家里	c=0 d=0.0735482 t=3923
jia li dai 	家里待	c=1 d=0.0880368 t=3923
jia li ren 	家里人	c=1 d=0.105928 t=3923
jia li tan huan 	家里瘫痪	c=1 d=0.718924 t=3923
jia mi 	加密	c=3 d=0.0962467 t=3923
jia mi hou 	加密后	c=1 d=0.0347353 t=3923
jia mi qian 	加密前	c=1 d=0.0343896 t=3923
jia shang 	加上	c=1 d=0.543351 t=3923
jia su 	加速	c=1 d=2.51057e-06 t=3923
jia suo 	加锁	c=1 d=0.00022263 t=3923
jia yi ge 	加一个	c=2 d=2.52226e-05 t=3923
jia yi xia 	加一下	c=2 d=0.00941925 t=3923
jia zai 	加载	c=1 d=0.0239928 t=3923
jian 	件	c=0 d=0.00415857 t=3923
jian bu dao 	见不到	c=1 d=0.0301974 t=3923
jian ce 	检测	c=24 d=0.0326483 t=3923
jian ce guo 	检测过	c=2 d=0.00433744 t=3923
jian cha 	检查	c=2 d=0.153487 t=3923
jian ge 	间隔	c=1 d=1 t=3678
jian qing 	减轻	c=1 d=2.22131e-07 t=3923
jian quan 	鉴权	c=1 d=0.000812821 t=3923
jian sha 	见啥	c=1 d=0.000131041 t=3923
jian ting 	监听	c=1 d=0.00113061 t=3923
jian yan 	检验	c=1 d=0.0357931 t=3923
jian zhuang 	健壮	c=1 d=0.090718 t=3923
jiang 	将	c=6 d=0.895104 t=3923
jiang bao cuo 	将报错	c=1 d=1.05435e-05 t=3923
jiao ben 	脚本	c=3 d=0.0199415 t=3923
jiao cheng 	教程	c=1 d=0.822835 t=3923
jiao duo 	较多	c=1 d=0.778801 t=3923
jiao sha 	叫啥	c=1 d=0.900325 t=3923
jiao yan 	校验	c=1 d=0.0439369 t=3923
jiao yan 	椒盐	c=1 d=2.63929e-06 t=3923
jie 	接	c=0 d=0.0208045 t=3923
jie 	杰	c=0 d=0.0683861 t=3923
jie ge bu yao 	杰哥不要	c=1 d=0.687289 t=3923
jie gou ti 	结构体	c=1 d=0.0753961 t=3923
jie guo 	结果	c=8 d=1.19025 t=3923
jie hao 	借号	c=1 d=0.00860854 t=3923
jie jie 	姐姐	c=1 d=0.514274 t=3923
jie jue 	解决	c=2 d=0.26061 t=3923
jie kou 	接口	c=7 d=0.14818 t=3923
jie mi 	解密	c=2 d=0.0550631 t=3923
jie ran yi shen 	孑然一身	c=1 d=0.519442 t=3923
jie ru 	介入	c=1 d=6.19099e-07 t=3923
jie shao 	介绍	c=1 d=0.847894 t=3923
jie shou 	接受	c=1 d=0.0824965 t=3923
jie shu 	结束	c=2 d=0.311502 t=3923
jie ti 	解体	c=1 d=0.961966 t=3923
jie tu 	截图	c=1 d=0.0133665 t=3923
jie xia lai 	接下来	c=1 d=0.0875977 t=3923
jie yi ge 	接一个	c=0 d=3.12783e-05 t=3923
jie yi xia 	接一下	c=1 d=0.209088 t=3923
jie zhong 	接种	c=2 d=1.82696 t=3683
jie zhu 	借助	c=0 d=8.41773e-05 t=3923
jin 	近	c=2 d=0.584677 t=3923
jin bu qu 	进不去	c=1 d=0.00138785 t=3923
jin lai 	进来	c=2 d=0.0195847 t=3923
jin nian 	今年	c=1 d=1 t=249
jin qu 	进去	c=1 d=0.0303487 t=3923
jin ri 	今日	c=3 d=0.579993 t=3923
jin ru 	进入	c=1 d=2.07078e-05 t=3923
jin song 	金松	c=1 d=0.467666 t=3923
jin tian 	今天	c=6 d=0.806541 t=3923
jin wan 	今晚	c=2 d=0.638085 t=3923
jin xing 	进行	c=3 d=1.66118 t=3923
jin yong 	禁用	c=1 d=0.14808 t=3923
jing guan qi bian 	静关其变	c=1 d=0.970446 t=3923
jing guan qi bian 	静观其变	c=1 d=0.97531 t=3923
jing ju 	京剧	c=1 d=0.00242967 t=3923
jing tai 	静态	c=1 d=3.69849e-05 t=3923
jing xian 	惊险	c=0 d=0.0621885 t=3923
jing xian ci ji 	惊险刺激	c=2 d=1.25945 t=3923
jing xiang 	镜像	c=1 d=0.19593 t=3923
jiu 	就	c=10 d=1.52731 t=3923
jiu 	救	c=0 d=9.07643e-09 t=3923
jiu 	旧	c=1 d=0.0299472 t=3923
jiu ba 	就把	c=1 d=1.77345e-05 t=3923
jiu bu shi 	就不是	c=1 d=0.0116786 t=3923
jiu cai 	韭菜	c=0 d=8.82797e-06 t=3923
jiu dei 	就得	c=1 d=0.349938 t=3923
jiu dian 	九点	c=1 d=0.00806679 t=3923
jiu fu wu 	旧服务	c=1 d=0.0277367 t=3923
jiu ke 	就可	c=1 d=0.313486 t=3923
jiu ke yi 	就可以	c=1 d=0.718924 t=3923
jiu ke yi le 	就可以了	c=1 d=1 t=3655
jiu lai 	就来	c=1 d=0.131994 t=3923
jiu ni 	就你	c=0 d=0.0687289 t=3923
jiu ni zhe dan zi 	就你这胆子	c=1 d=0.690734 t=3923
jiu pa 	就怕	c=1 d=4.58562e-05 t=3923
jiu qu 	就去	c=1 d=0.637628 t=3923
jiu shi 	就是	c=6 d=2.18379 t=3923
jiu shi gan 	就是干	c=0 d=0.0873716 t=3923
jiu shi yao kan 	就是要看	c=1 d=1 t=270
jiu shu fu le 	就舒服了	c=1 d=0.860708 t=3923
jiu wen ni 	就问你	c=1 d=0.33454 t=3923
jiu xing 	就行	c=3 d=0.634588 t=3923
jiu yao 	就要	c=1 d=0.122456 t=3923
jiu yi jing 	就已经	c=1 d=0.794534 t=3923
jiu yong 	就用	c=1 d=2.66582e-06 t=3923
jiu you 	就有	c=1 d=0.900325 t=3923
jiu you yi dian 	就有一点	c=1 d=1 t=3693
jiu zhe ge 	就这个	c=1 d=0.0100518 t=3923
jiu zhe yang 	就这样	c=2 d=0.064894 t=3923
ju bao 	举报	c=1 d=8.98612e-08 t=3923
ju ben 	剧本	c=2 d=0.0148049 t=3923
ju bing 	句柄	c=4 d=0.00848943 t=3923
ju cu 	聚簇	c=1 d=0.071719 t=3923
ju gao bu xia 	居高不下	c=1 d=0.000160054 t=3923
ju jue 	拒绝	c=1 d=0.00729913 t=3923
ju ru 	巨乳	c=1 d=0.99005 t=3923
ju ti 	具体	c=1 d=0.687289 t=3923
jue de 	觉得	c=2 d=0.189191 t=3923
jue se 	角色	c=1 d=0.0152222 t=3923
ka 	卡	c=4 d=2.23675 t=3923
ka 	喀	c=1 d=0.255381 t=3923
ka pian 	卡片	c=4 d=0.00214952 t=3923
ka pian hao you 	卡片好友	c=1 d=0.000518277 t=3923
ka si 	卡死	c=1 d=0.25284 t=3923
ka si te di mao 	卡斯特地貌	c=1 d=0.254107 t=3923
kai 	开	c=4 d=0.3119 t=3923
kai chong 	开冲	c=1 d=1 t=260
kai fa 	开发	c=1 d=0.302704 t=3923
kai fa gong ju xiang 	开发工具箱	c=1 d=3.60718e-05 t=3923
kai fa zhe gong ju 	开发者工具	c=1 d=0.0281559 t=3923
kai guan 	开关	c=1 d=1.52642e-05 t=3923
kai kuo 	开阔	c=1 d=0.201897 t=3923
kai le 	开了	c=6 d=0.830937 t=3923
kai qi 	开启	c=9 d=0.973987 t=3923
kai qiang 	开抢	c=1 d=0.904837 t=3923
kai shi 	开始	c=6 d=1.57166 t=3923
kai tou 	开头	c=1 d=4.67826e-05 t=3923
kai wang ye 	开网页	c=1 d=0.831104 t=3923
